PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO_SEGUNDA_REVISION,
DARTS es el acrónimo de:,Data Redesign for Transactional Systems.,Design Aproach for Real Time Systems.,Design Aproach for Real Transactional Systems.,No es acrónimo de nada.,B,B3,JLO,I - XI,2002,,5,11,2091,86,2016,Revisada,JMRP,UPDATE,,,,
De las siguientes bases de datos señalar la que no tiene carácter documental:,KNOSYS,STAIRS,ADABAS,MISTRAL,C,B3,JLO,I - XI,2002,,45,18,2092,99,2016,Revisada,JMRP,UPDATE,,,,
El parámetro más importante de un sistema en tiempo real es:,La tasa de errores.,El jitter.,El retardo máximo.,La velocidad de transmisión.,C,B3,JLO,I - XI,2002,,16,61,2093,86,2016,Revisada,JMRP,UPDATE,,,,
El Sistema de Gestión del Diccionario de Recursos de Información (SGDRI):,Es un componente del Sistema de Gestión de Base de Datos (SGBD) del sistema de información,"Se puede apoyar en el SGBD, en el Sistema de Gestión de Ficheros y en el sistema operativo",Permite el almacenamiento de la sintaxis y la semántica de los diferentes lenguajes que soporta los componentes DRI,"Describe los datos, componentes físicos y elementos del entorno que integran cada subsistema",B,B3,JLO,I - XI,2002,posible referencia:http://nvlpubs.nist.gov/nistpubs/Legacy/SP/nbsspecialpublication500-152.pdf,46,17,2094,100,2016,Revisada,JMRP,UPDATE,,,,
"En análisis documental al nivel en el que se extraen las palabras claves más representativas del contenido del documento, se denomina:",Nivel de asiento,Nivel de descriptor,Nivel de resumen,Nivel documental,B,B3,JLO,I - XI,2002,,45,77,2096,99,2016,Revisada,JMRP,UPDATE,,,,
En la actualidad existen dos estándares importantes sobre diccionario de recursos de la información. Entre los organismos que han participado en su elaboración está:,IEEE,CENELEC ,DELFOS,IEC,D,B3,JLO,I - XI,2002,E estándar ISO/IEC 10728:1993 versa sobre Diccionarios de Recursos de Información (http://www.iso.org/iso/catalogue_detail.htm?csnumber=18821),46,7,2097,100,2016,Revisada,JMRP,UPDATE,,,,
"En los sistemas de tiempo real, ¿qué es más crítico?",Fuertes restricciones del tiempo de respuesta.,Información permanentemente actualizada.,Alto rendimiento del sistema.,La fiabilidad.,A,B3,JLO,I - XI,2002,,1,24,2098,86,2016,Revisada,JMRP,UPDATE,,,,
En un Sistema de Gestión de Bases de Datos Documentales el diccionario de palabras vacías permite:,Buscar palabras o combinaciones de las mismas sin conocer con exactitud los caracteres que las componen,Enlazar consultas individuales para crear rutinas de interrogación complejas,Definir un conjunto de palabras que no deseamos que formen parte de los índices,Igualar caracteres para que el sistema de búsqueda los considere iguales,C,B3,JLO,I - XI,2002,,49,56,2099,100,2016,Revisada,JMRP,UPDATE,,,,
"En un sistema de tiempo real, la captura de estímulos del entorno por el sistema se puede llevar  cabo por comprobación de los dispositivos sensores cada cierto intervalo de tiempo. Esta técnica se denomina:",Muestreo o 'polling'.,Tiempo real crítico.,Interrupción.,Tiempo real no crítico.,A,B3,JLO,I - XI,2002,,37,65,2100,86,2016,Revisada,JMRP,UPDATE,,,,
"En un sistema transaccional, se liberan los registros intervinientes en una transacción:",Sólo cuando la actualización tiene lugar en varias bases de datos.,Cuando acaba la rutina que los actualiza.,Cuando otra transacción los intenta bloquear para actualizarlos.,Cuando la aplicación indica que la transacción ha terminado.,D,B3,JBV,I - XI,2002,,35,20,2101,"60,61,86",2016,Revisada,JMRP,UPDATE,,,,
Indicar cuál no es un requisito que deba reunir el software de tiempo real.,Sincronización y división en tareas.,Eficiente.,Modular.,Facilidad de mantenimiento.,B,B3,JLO,I - XI,2002,,42,1,2102,86,2016,Revisada,JMRP,UPDATE,,,,
La principal diferencia entre las bases de datos documentales respecto a las normales como pueden ser bases de datos relacionales es:,Pueden crearse índices por cualquier campo que se desee,Los indices se almacenan dentro de la base de datos,Pueden crease indices de más de una palabra,Indexación de partes del contenido de un campo,D,B3,JLO,I - XI,2002,,32,50,2103,100,2016,Revisada,JMRP,UPDATE,,,,
Se desea establecer un sistema de salvaguarda de información (back-up) que asegure una pérdida potencial máxima del trabajo realizado en 24 horas. Con el fin de facilitar el proceso se han propuesto diversas medidas. Indicar aquélla que sea válida:,Copiar inmediatamente en cinta todas las modificaciones efectuadas por cualquiera de los usuarios según éstas se vayan produciendo,Realizar salvaguardas al final de cada día de toda la información contenida en los discos mediante algún procedimiento automático lanzado por el administrador del sistema,Obligar a cada usuario a realizar su copia de seguridad una vez terminado el trabajo efectuado  durante el día,No se puede efectuar un sistema de salvaguarda basado en cinta para un sistema distribuído en el que las estaciones de trabajo no posean cinta magnética,B,B3,JLO,I - XI,2002,,8,91,2104,100,2016,Revisada,JMRP,UPDATE,,,,
"En el caso de un mantenimiento que implique un error crítico, siguiendo METRICA V3:",Debe abordarse el cambio de forma inmediata sin profundizar en el origen del mismo,Debe abordarse el cambio tras analizar el problema y determinar la solución definitiva,Se analizará el alcance de los cambios valorando hasta que punto deben ser abordados en función del ciclo de vida estimado para los sistemas de información afectados.,Se llevará a cabo el diagnostico y análisis de los cambios para determinar si es necesario derivar la petición hacia el proceso de Estudio de Viabilidad del Sistema o hacia el Análisis del Sistema de Información.,A,B3,CEGG,XIII,2004,Pregunta Junta Andalucia - A,37,74,2105,91,2016,Revisada,JMRP,UPDATE,,Examen TIC Junta Andalucía,,
"Una de las características especiales de las bases de datos documentales, con respecto a otros tipos de bases de datos es que:",Están integradas por campos,Son adecuadas para una información muy estructurada,Están basadas en sistemas de archivo y ficheros inversos,Se almacenan en tablas,C,B3,JLO,I - XI,2002,,39,67,2106,100,2016,Revisada,JMRP,UPDATE,,,,
"En la tarea de Especificación del Plan de Pruebas de Regresión, de la actividad Preparación de la Implantación de la Modificación, del mantenimiento de sistemas de información, según METRICA V3, participarán:","El responsable de mantenimiento, el equipo de mantenimiento y el jefe de proyecto.",El responsable de mantenimiento y el jefe de proyecto,El equipo de mantenimiento y el jefe de proyecto ,"El responsable de mantenimiento, el equipo de mantenimiento, el jefe de proyecto el coordinador de los usuarios",C,B3,CEGG,XIII,2004,Pregunta Junta Andalucia - A,37,100,2107,91,2016,Revisada,JMRP,UPDATE,,Examen TIC Junta Andalucía,,
¿Cuál de las siguientes técnicas/prácticas se utilizarán en todas las actividades del proceso de Mantenimiento de sistemas de información siguiendo METRICA V3?,Análisis de impacto,Catalogación,Planificación ,Pruebas de regresión,B,B3,CEGG,XIII,2004,Pregunta Junta Andalucia - A,37,18,2108,91,2016,Revisada,JMRP,UPDATE,,Examen TIC Junta Andalucía,,
"¿ De los siguientes, cuál es un lenguaje orientado a objetos puro?:",Dominum,PureLisp,Eiffel,Domino,C,B3,FSA,I - XI,2002,"Eiffel es Orientado a Objetos, de modo que la respuesta válida sólo puede ser la C",31,55,2109,85,2016,Revisada,JMRP,UPDATE,,,,
"De los siguientes, ¿cuál es un SGBD orientado a objetos puro?:",GEMSTONE,ONTOS,OBJECT-DB,DOMINIQUE,A,B3,FSA,I - XI,2002,"Será puro OO si el lenguage que usa es puramente OO. Y eso solo lo cumple Smalltalk, de entre esas opciones.",34,6,2111,85,2016,Revisada,JMRP,UPDATE,,,,
¿ En qué consiste la teoría de la Calidad/Coste  aplicada a la implantación de la calidad?:,El coste de producción aumenta libremente con el aumento de la calidad,El coste de producción aumenta exponencialmente con el aumento de la calidad,El coste de producción aumenta linealmente con el aumento de la calidad,El coste de producción aumenta diferencialmente con el aumento de la calidad,B,B3,FSA,I - XI,2002,,20,93,2112,93,2016,Revisada,JMRP,UPDATE,,,,
"¿A cuánto equivale el trabajo de un hombre por mes en COCOMO, medido en horas de trabajo?:",140 horas,150 horas,172 horas,152 horas,D,B3,FSA,I - XI,2002,,42,71,2113,94,2016,Revisada,JMRP,UPDATE,,,,
¿A qué se refieren las normas ISO 14000?,A la calidad en los procesos productivos,A la preservación del medio ambiente en los procesos productivos,A la documentación del SW en las distintas etapas de un modelo en cascada,A la ergonomía de los puestos de trabajo,B,B3,JLO,I - XI,2002,,43,26,2114,98,2016,Revisada,JMRP,UPDATE,,,,
¿Bajo qué normas de la serie ISO-9000 puede certificarse una empresa?:,"9001, 9002 y 9003",Sólo 9001,"9000, 9001, 9002, 9003 y 9004",Ninguna de las respuestas anteriores es correcta,B,B3,JLO,I - XI,2002,,43,31,2115,98,2016,Revisada,JMRP,UPDATE,,,,
¿Cómo conviene que sea el acoplamiento?,Máximo.,Mínimo.,No es importante.,Por defecto.,B,B3,FSA,I - XI,2002,,49,71,2116,89,2016,Revisada,JMRP,UPDATE,,,,
¿Cómo conviene que sea la cohesión entre módulos?,Máxima.,Mínima.,No es importante.,Por defecto.,A,B3,FSA,I - XI,2002,,16,96,2117,89,2014,Revisada,JMRP,UPDATE,,,,
¿Cuál de estas funciones no es propia del administrador del sistema de gestión de bases de datos?:,Catalogar en el diccionario de datos los correspondientes al sistema de información,Diseñar el modelo físico de datos,Dar de alta y baja a los usuarios de las bases de datos,Garantizar la ejecución de los procedimientos de salvaguarda,A,B3,JLO,I - XI,2002,,18,16,2119,60,2016,Revisada,JMRP,UPDATE,,,,
"¿Cuál de las siguientes actividades no se engloba, en Métrica V3, en el proceso ‘Análisis del Sistema de Información’?:",Análisis de Casos de Uso,Elaboración del Modelo de Procesos,Generación de especificaciones de construcción,Especificación del plan de pruebas,C,B3,JLO,I - XI,2002,,37,1,2120,91,2016,Revisada,JMRP,UPDATE,,,,
"¿Cuál de las siguientes actividades se engloban, en Métrica V3, en el proceso ‘Diseño del Sistema de Información’?:",Verificación y aceptación de la arquitectura del sistema,Especificación técnica del plan de pruebas,Las respuestas 'a' y 'b' son correctas,Todas son falsas,C,B3,JLO,I - XI,2002,,37,49,2121,91,2016,Revisada,JMRP,UPDATE,,,,
"¿Cuál de las siguientes actividades se engloban, en Métrica V3, en el proceso ‘Estudio de Viabilidad del Sistema’?:",Estudio de la situación actual,Definición de requisitos del sistema ,Estudio de alternativas de solución,Todas las anteriores,D,B3,JLO,I - XI,2002,,37,89,2122,91,2016,Revisada,JMRP,UPDATE,,,,
"¿Cuál de las siguientes actividades se engloban, en Métrica V3, en el proceso implantación y aceptación del sistema de información?:",Preparación del mantenimiento,Carga de datos al entorno de operación,Pruebas de aceptación del sistema,Todas las anteriores,D,B3,JLO,I - XI,2002,,37,33,2123,91,2016,Revisada,JMRP,UPDATE,,,,
"¿Cuál de las siguientes afirmaciones es cierta sobre el ""Downsizing""?",El downsizing centraliza los procesos en sistemas tipo main-frame.,Pretende acercar el proceso allí donde se va a realizar.,Acerca los servidores a los Centros de Proceso de Datos más proximos a la gerencia de la empresa.,Siempre que se hace downsizing se pide autorización al usuario afectado.,B,B3,FSA,I - XI,2002,,11,100,2124,95,2016,Revisada,JMRP,UPDATE,,,,
"¿Cuál de las siguientes afirmaciones es cierta sobre el ""Upsizing""?:",Las aplicaciones se elevan a la gerencia de la organización,"El ""upsizing"" es lo que queda de un ""righsizing"" cuando se le hace un ""downsizing""",Sólo se realiza en algunos sistemas,"Con la tecnología web ya no tiene sentido hablar de ""upsizing"" ya que es centralizada",C,B3,FSA,I - XI,2002,,43,16,2125,95,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes afirmaciones es cierta?:,MÉTRICA Versión 3 contempla sólo desarrollos orientados a objetos,El grupo encargado del Aseguramiento de la calidad debe ser independiente del equipo de desarrollo,En MÉTRICA Versión 3 el mantenimiento es sólo correctivo y adaptativo,El particionamiento físico del sistema de información se lleva a cabo en el Análisis del sistema de información,B,B3,JBV,I - XI,2002,,37,18,2126,91,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes afirmaciones es correcta respecto al diccionario de datos?,El diccionario de datos es complementario a otras técnicas como diagramas de flujo de datos o diagramas entidad/relación,"En general, las entidades del diagrama entidad/relación se corresponden a los almacenes del diagrama de flujo de datos y el diccionario de datos","El símbolo ""@"" se suele utilizar como identificador o clave de acceso en el caso de almacenes",Todas las respuestas anteriores son correctas,D,B3,JLO,I - XI,2002,,29,73,2127,86,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes afirmaciones es falsa respecto al modelo EFQM?,El modelo clasifica los 9 elementos en agentes y resultados,La satisfacción del personal es uno de los agentes,Los resultados económicos se encuentran entre los resultados,La gestión de personal es uno de los agentes,B,B3,JLO,I - XI,2002,,43,49,2128,98,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes afirmaciones es falsa respecto de UML?,"Los paquetes pueden contener clases, objetos, relaciones, componentes, nodos y diagramas asociados","Los diagramas de clases expresan la estructura estática de un sistema, con las clases, los atributos y las operaciones","Las relaciones entre los casos de uso son de subordinación, dependencia, igualdad y superioridad","Los nodos del diagrama de despliegue se representan con un cubo, y las líneas que los unen simbolizan los soportes de las comunicaciones",C,B3,JLO,I - XI,2002,,23,27,2129,85,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes afirmaciones es falsa respecto de UML?,Los diagramas de secuencia muestran interacciones entre elementos desde el punto de vista temporal,Los diagramas de estados-transiciones visualizan autómatas de estados finitos,"La notación UML proviene de la fusión de las notaciones Booch, OMT, OOSE y otras",Todas las anteriores respuestas son ciertas,D,B3,JLO,I - XI,2002,,7,35,2130,85,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes afirmaciones es falsa?:,"Para aplicar MÉTRICA Versión 3 es preciso realizar una adaptación previa en función del proyecto, la organización, etc","Las interfaces de MÉTRICA 3 son: Gestión de Proyectos, Gestión de Configuración, Aseguramiento de la Calidad y Seguridad","En las tareas de MÉTRICA Versión 3 se describe su contenido, se indican los productos a obtener, las técnicas a utilizar y los participantes responsables de su realización",La participación de los usuarios en MÉTRICA Versión 3 se produce sólo en el proceso de Implantación y Aceptación del Sistema,D,B3,JBV,I - XI,2002,,37,42,2131,91,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes afirmaciones es verdadera respecto a las métricas de calidad del software?:,COCOMO es un modelo de estimación del software que se basa en el número de instrucciones de código fuente,La métrica de complejidad del software conocida como de los puntos de función se obtiene utilizando una relación empírica basada en medidas del dominio de información y en valoraciones subjetivas,"La técnica de Halstead sirve para medir la complejidad de un desarrollo basándose en su 'longitud', su 'vocabulario' y su 'volumen', que se obtienen mediante ciertas ecuaciones que utilizan el número de operadores y operandos del desarrollo",Son ciertas todas las anteriores,D,B3,JLO,I - XI,2002,,48,87,2132,93,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes afirmaciones referentes al paradigma de desarrollo mediante prototipos es cierta?:,Está indicado cuando las especificaciones funcionales del usuario no se pueden definir en una fase inicial del proyecto,Está indicado cuando varias aplicaciones independientemente desarrolladas deban ser ligadas estrechamente,Coincide con el modelo de desarrollo evolutivo,"En este modelo, el sistema operativo, lenguaje de programación y algoritmos son las únicas coincidencias entre prototipo y sistema final",A,B3,JLO,I - XI,2002,,22,74,2133,90,2016,Revisada,JMRP,UPDATE,,,,
"¿Cuál de las siguientes afirmaciones, respecto de las especificaciones de los requerimientos, es falsa?:",La especificación debe separar la funcionalidad de la implementación,"La especificación sólo debe contemplar el software, aislándolo del resto del sistema",La especificación debe ser ampliable y flexible,La especificación debe ser fácilmente operativa,B,B3,JBV,I - XI,2002,,26,67,2134,84,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes características es la más importante para un buen analista?:,Capacidad de comprensión de conceptos abstractos,Capacidad de captación de los problemas del entorno de usuario,Habilidad para evitar que 'los árboles no dejen ver el bosque',Habilidad para relacionar aplicaciones hardware/software en el entorno usuario,C,B3,JLO,I - XI,2002,,29,87,2135,85,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes es una particularidad del diseño orientado a objetos?,Modularidad.,Ocultación de la información.,Abstracción.,Todos lo son.,D,B3,JLO,I - XI,2002,,30,75,2136,89,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes es una técnica y no una metodología?,Desarrollo de sistemas estructurados de datos.,Higher Order Software (HOS).,Desarrollo de sistemas de Jackson.,Information Engineering Workbench (IEW).,D,B3,JLO,I - XI,2002,,23,47,2137,89,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes expresiones está de acuerdo con los actuales criterios de calidad del software de gestión?:,La función 'calidad' debe ser desempeñada por un equipo independiente de especialistas,El coste de la calidad debe ser equilibrado con el coste de la 'no-calidad',La función 'calidad' debe garantizar la producción de 'software cero-defectos',Todas las anteriores respuestas son correctas,B,B3,JLO,I - XI,2002,,41,17,2138,93,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes no es una característica común de las metodologías de desarrollo de equipos lógicos?:,Uso de las técnicas gráficas,Orden y coherencia,Pruebas de aceptación,Diccionario de datos,C,B3,JLO,I - XI,2002,,22,83,2139,84.86,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes pruebas se contemplan en Métrica V3?:,Pruebas de regresión,Pruebas de integración ,Pruebas del sistema,Todas las anteriores,D,B3,JLO,I - XI,2002,,37,29,2140,91,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes reglas no es una regla de construcción de flujos en un DFD?:,Activa procesos,Conecta a los demás elementos de un DFD,El flujo no puede crear ni destruir datos,Se puede asimilar el flujo de datos a una tubería por la que transita información,A,B3,JLO,I - XI,2002,,37,99,2141,86,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes tareas no pertenece a la actividad 'Ejecución de las pruebas del sistema'?:,Preparación del entorno de las pruebas del sistema,Evaluación del resultado de las pruebas del sistema,Preparación de pruebas de aceptación del sistema,Realización de las pruebas del sistema,C,B3,JLO,I - XI,2002,,37,11,2142,91,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de las siguientes técnicas tiene una visión evolutiva?:,Diagrama de flujo de datos,Diagrama de estructura de datos,Historia de la vida de las entidades,"Ninguna de las anteriores, ya que son técnicas orientadas a datos o flujos",C,B3,JLO,I - XI,2002,,39,51,2143,85.86,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes elementos forma parte del 'bloque instrumental' del PGGC aplicable al desarrollo de equipos lógicos del CSI?:,Guía metodológica para la elaboración de planes de garantía de calidad,Esquema formal para la clasificación de proyectos informáticos,Procedimiento de control de calidad,Todos los elementos anteriores son válidos,C,B3,JLO,I - XI,2002,,12,43,2144,93,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes es un lenguaje orientado a objetos puro?:,Visual Basic,C++,Smalltalk,Todos son híbridos,C,B3,JLO,I - XI,2002,,41,49,2145,85,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes es un objetivo de la Historia de la Vida de las Entidades (HVE) dentro del análisis estructurado?:,Obtener un registro de la secuencia de los cambios de las entidades con el tiempo,"Establecer los estados posibles de las entidades para que tengan lugar transacciones externas, así como los cambios de estado de las entidades originadas por dichas transacciones",Los dos anteriores son objetivos de la HVE,Todas las anteriores respuestas son falsas,C,B3,JLO,I - XI,2002,,31,37,2146,85.86,2016,Revisada,JMRP,UPDATE,,,,
"¿Cuál de los siguientes modelos de análisis estructurado sirve para verificar la exactitud de los otros dos modelos y para garantizar la coherencia entre las tres visiones del sistema: estática, dinámica y evolutiva?:",DFD,DED,HVE,Ninguna de las respuestas anteriores es correcta,C,B3,JLO,I - XI,2002,,1,88,2147,85.86,2016,Revisada,JMRP,UPDATE,,,,
"¿Cuál de los siguientes modelos se basan en la idea 'No puedo decirte lo que quiero, pero lo reconoceré en cuanto lo vea'?:",Modelo en cascada,Modelo por etapas,Modelo en espiral,Modelo de prototipado evolutivo,D,B3,JLO,I - XI,2002,,26,42,2148,82,2016,Revisada,JMRP,UPDATE,,,,
"¿Cuál de los siguientes modelos se puede considerar como una nueva versión, utilizando lenguajes de más alto nivel, del modelo Code & Fix?:",Modelo de transformación,Modelo por etapas,Modelo en espiral,Modelo de desarrollo evolutivo o prototipado evolutivo,D,B3,JLO,I - XI,2002,,40,64,2149,82,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes no es un componente de una herramienta CASE integrada?,Diccionario de datos.,Editor de diagramas.,Editor de documentos.,Editor de textos.,D,B3,JBV,I - XI,2002,,20,15,2150,96.97,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes no es un elemento del modelo EFQM?,Impacto en la sociedad,Control del diseño,Satisfacción del cliente,Recursos,B,B3,JLO,I - XI,2002,,43,4,2152,98,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes no es un instrumento de control contemplado por el Plan General de Garantía de Calidad?:,Revisiones técnicas formales,Guiones de recomendaciones,Listas de control,Las tres anteriores son instrumentos de control contemplados por el PGGC,A,B3,JLO,I - XI,2002,,14,94,2153,93,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes no es un método para la identificación de objetos?,Análisis léxico.,Tarjetas CRC (Collaboration Rehusabilities Cards).,Modelado de información.,Todos los anteriores son métodos de identificación de objetos.,D,B3,JLO,I - XI,2002,,25,55,2154,85.89,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes no es un objetivo del plan de contingencias?,Minimizar las interrupciones en la operación normal,Limitar la extensión de las interrupciones y de los daños que produzcan,Analizar daños y estimar costes,Posibilitar la vuelta al servicio rápida y sencilla,C,B3,JLO,I - XI,2002,,37,16,2155,98,2016,Revisada,JMRP,UPDATE,,,,
¿Cual de los siguientes no es uno de los 10 items de riesgo del software más importantes que se consideran en el modelo en espiral?:,Escasez de personal,Calendario no realista,Componentes hardware no tiene calidad adecuada,Componentes del exterior no tienen calidad adecuada,C,B3,JLO,I - XI,2002,,39,17,2156,82,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes nombres no se corresponde con el de una metodología de desarrollo de equipos lógicos?:,MERISE,SSADM,SDM,METHOD-1,D,B3,JLO,I - XI,2002,,51,94,2157,84.86,2016,Revisada,JMRP,UPDATE,,,,
Indicar cuál no es una regla de construcción de una entidad externa dentro de un diagrama de flujo de datos:,Representa procesos de aplicación que no pertenecen al del estudio,No está permitido que se comuniquen entre sí las entidades externas a través de flujos de datos,"Pueden aparecer en los distintos niveles de un DFD, pero se recomienda que sólo aparezcan en el nivel cero",Se pueden representar varias veces en el mismo gráfico para evitar entrecruzamiento de líneas,A,B3,JLO,I - XI,2002,,32,8,2159,85.86,2016,Revisada,JMRP,UPDATE,,,,
Indicar cuáles de las siguientes son propiedades fundamentales en la orientación a objetos:,"Herencia, encapsulación, polimorfismo, persistencia","Abstracción, reusabilidad",Extensibilidad,Todas son propiedades fundamentales en la orientación a objetos,D,B3,JLO,I - XI,2002,,30,97,2160,85,2016,Revisada,JMRP,UPDATE,,,,
Indicar la afirmación falsa acerca del coste de la calidad:,"El coste total se descompone en: coste de la calidad, coste de la no calidad y costes fijos","El coste de la calidad viene dado por el sumatorio de lo que se invierte en prevención, verificación y validación",El coste de la no calidad viene dado por el sumatorio de lo que se invierte en fallos internos y fallos externos, Como fórmula general que determine el interés de la inversión se debe controlar el cumplimiento constante de: gastos en calidad < gastos de la no calidad,A,B3,JLO,I - XI,2002,,11,44,2161,93,2016,Revisada,JMRP,UPDATE,,,,
Indicar la afirmación falsa sobre diseño estructurado:,"Se define el concepto del diseño estructurado como el proceso de definición de la arquitectura software: componentes, módulos, interfaces, procedimientos de prueba y datos de un sistema que se crean para satisfacer unos requisitos especificados.","Podemos entender por cohesión la característica que presenta un módulo perteneciente a una aplicación de ejecutar una tarea única y bien definida, encadenada a otras en una secuencia concreta para constituir un procedimiento dentro del logical.","Por oposición al concepto de cohesión, que es una medida de la coherencia y/o complejidad funcional interna de un módulo, encontramos el acoplamiento, como medida de la complejidad externa del mismo de acuerdo a sus interfaces.",Todas las respuestas anteriores son verdaderas.,D,B3,JLO,I - XI,2002,,20,47,2162,89,2016,Revisada,JMRP,UPDATE,,,,
Indicar la respuesta verdadera respecto a EFQM:,"El Modelo Europeo de Calidad se desarrolló en 1991 bajo la iniciativa de la European Foundation for QualityManagement (EFQM), formada en 1988 por un grupo de catorce importantes empresas europeas. En la actualidad la componen más de 400 miembros",El modelo identificó una serie de elementos que serán la base para la Gestión de Calidad Total (TQM) dentro de las organizaciones y que se pueden agrupar en dos grandes bloques que podemos denominar: el Cómo y el Qué o también los Agentes y los Resultados,Las respuestas ‘a’ y ‘b’ son falsas,Las respuestas ‘a’ y ‘b’ son verdaderas,D,B3,JLO,I - XI,2002,,43,21,2164,92,2016,Revisada,JMRP,UPDATE,,,,
Indique cuál de las respuestas no forma parte de la documentación técnica de un sistema de información:,Relación condiciones de error-acciones,Descripciones narrativas de los módulos de los programas,Listados del código objeto,Procedimientos de backup-recovery,C,B3,JLO,I - XI,2002,,37,44,2165,85,2016,Revisada,JMRP,UPDATE,,,,
Indique cuál de las siguientes afirmaciones se aplica a un sistema de gestión de versiones:,Facilita la planificación de trabajos nocturnos,Garantiza la disciplina y calidad en el paso de los programas a explotación,Define un entorno de preexplotación,Hace más eficiente la comunicación entre programas,B,B3,JLO,I - XI,2002,,45,36,2166,99,2016,Revisada,JMRP,UPDATE,,,,
"Indique la afirmación falsa, relativa al mantenimiento de las aplicaciones:",Comienza cuando el sistema es entregado al usuario y continúa mientras permanece activa su vida útil,Las modificaciones que implican mejoras o ampliaciones de la funcionalidad no necesitan ser aprobados por el usuario,Los cambios reflejados en la fase de mantenimiento deben quedar reflejados en la documentación de todas las fases anteriores,"El mantenimiento puede ser correctivo, perfectivo o adaptativo",B,B3,JBV,I - XI,2002,,37,87,2167,91,2015,Revisada,JMRP,UPDATE,,,,
Indique la afirmación falsa:,"El modelado entidad-relación es una técnica para el modelado de datos
",Las redes de Petri son una técnica orientada a objetos,El diagrama de flujo de datos es una técnica orientada a los datos,El diagrama de clases es una técnica orientada a objetos,C,B3,JLO,I - XI,2002,,38,25,2168,85.86,2016,Revisada,JMRP,UPDATE,,,,
Indique la afirmación verdadera relativa a la Gestión de la Documentación de un proyecto o sistema:,La gestión de configuración y control de versiones se refiere únicamente al producto software y no a la documentación,La documentación producida durante el desarrollo de un proyecto es independiente de la metodología empleada,El documento de requisitos de sistema es anterior al documento de requisitos de usuario,"La documentación debe entenderse como todos los productos resultantes de las tareas realizadas, ya sean informes, programas, juegos de pruebas, gráficos, etc",D,B3,JBV,I - XI,2002,,20,30,2169,99,2016,Revisada,JMRP,UPDATE,,,,
La administración de recursos de datos pueden consistir de:,Administración de datos y administración de bases de datos,Administración de ordenadores y administración de software,Administración de bases de datos y administración de comunicaciones,Planificación e implementación de bases de datos,A,B3,JLO,I - XI,2002,,16,18,2170,60,2016,Revisada,JMRP,UPDATE,,,,
La cohesión es una medida:,Interna.,Externa.,Intermedia.,No es ninguna medida.,A,B3,FSA,I - XI,2002,,38,88,2171,89,2016,Revisada,JMRP,UPDATE,,,,
La complejidad ciclomática tiene que ver con la técnica de:,McCall,McCabe,Hasltead,COCOMO,B,B3,FSA,I - XI,2002,,50,22,2172,93,2016,Revisada,JMRP,UPDATE,,,,
"La definición ""margen suplementario de tiempo que existe en una actividad si las actividades precedentes empiezan lo más tarde posible y las posteriores lo antes posible"" corresponde a: ",holgura independiente,holgura total,holgura libre,Ninguna de las anteriores,A,B3,JLO,I - XI,2002,,37,25,2173,91,2016,Revisada,JMRP,UPDATE,,,,
La definición recursiva de los conceptos de un modelo a partir de elementos del propio modelo se denomina:,Intramodelado.,Modelado interno.,Automodelado.,Metamodelado.,D,B3,JLO,I - XI,2002,,28,37,2174,85,2016,Revisada,JMRP,UPDATE,,,,
